## blobtools v0.9.19
## assembly	: /home/gerth/Documents/working_directory/mapped_reads_assembled/all_contigs.fas
## coverage	: spades - /home/gerth/Documents/working_directory/mapped_reads_assembled/all_contigs.fas
## taxonomy	: tax0 - /home/gerth/Documents/working_directory/mapped_reads_assembled/all_contigs.blast
## nodesDB	: None
## taxrule	: bestsum
##
# name	length	GC	N	spades	superkingdom.t.6	superkingdom.s.7	superkingdom.c.8	phylum.t.9	phylum.s.10	phylum.c.11	order.t.12	order.s.13	order.c.14	family.t.15	family.s.16	family.c.17	genus.t.18	genus.s.19	genus.c.20	species.t.21	species.s.22	species.c.23
SRR1171898_12_length_199_cov_35.1458	199	0.5528	0	35.146	Bacteria	3564.0	0	Proteobacteria	3564.0	0	Rhizobiales	2828.0	1	Bartonellaceae	1724.0	2	Bartonella	1724.0	2	Bartonella quintana	1724.0	2
SRR1171902_1_length_1652_cov_14.4915	1652	0.5151	0	14.492	Bacteria	27965.0	0	Proteobacteria	27965.0	0	Orbales	22061.0	2	Orbaceae	22061.0	2	Gilliamella	19577.0	3	Gilliamella apicola	19577.0	3
SRR1171902_2_length_1429_cov_20.5822	1429	0.5962	0	20.582	Bacteria	24155.0	0	Actinobacteria	24155.0	0	Bifidobacteriales	24155.0	0	Bifidobacteriaceae	24155.0	0	Bifidobacterium	24155.0	0	Bifidobacterium bifidum	11350.0	2
SRR1171902_3_length_1166_cov_18.3105	1166	0.5257	0	18.311	Bacteria	18988.0	0	Firmicutes	18988.0	0	Lactobacillales	16978.0	1	Lactobacillaceae	16978.0	1	Lactobacillus	16978.0	1	uncultured Lactobacillus sp.	9787.0	4
SRR1171902_4_length_1139_cov_40.7934	1139	0.5206	0	40.793	Bacteria	18500.0	0	Proteobacteria	18500.0	0	Neisseriales	18500.0	0	Neisseriaceae	18500.0	0	Snodgrassella	10331.0	2	Snodgrassella alvi	10331.0	2
SRR1171902_5_length_371_cov_13.2405	371	0.5094	0	13.241	Bacteria	5764.0	0	Firmicutes	5764.0	0	Lactobacillales	5764.0	0	Lactobacillaceae	5764.0	0	Lactobacillus	5764.0	0	Lactobacillus kunkeei	2183.0	6
SRR1171902_6_length_317_cov_46.1107	317	0.5426	0	46.111	Bacteria	5628.0	0	Proteobacteria	5628.0	0	Neisseriales	5628.0	0	Neisseriaceae	5628.0	0	Neisseria	1626.0	4	Neisseria weaveri	1626.0	4
SRR1171902_7_length_136_cov_67.0864	136	0.5368	0	67.086	Bacteria	2520.0	0	Firmicutes	1512.0	2	Lactobacillales	1512.0	2	Lactobacillaceae	1512.0	3	Lactobacillus	1512.0	4	Lactobacillus johnsonii	1260.0	5
SRR1171919_1_length_1670_cov_8.37523	1670	0.494	0	8.375	Bacteria	31236.0	0	Firmicutes	31236.0	0	Lactobacillales	31236.0	0	Lactobacillaceae	31236.0	0	Lactobacillus	28936.0	1	Lactobacillus kunkeei	26734.0	2
SRR1171919_2_length_1637_cov_20.3148	1637	0.5125	0	20.315	Bacteria	26781.0	0	Proteobacteria	26781.0	0	Orbales	22534.0	1	Orbaceae	22534.0	1	Gilliamella	19939.0	2	Gilliamella apicola	19939.0	2
SRR1171919_3_length_1473_cov_10.2398	1473	0.5261	0	10.24	Bacteria	24381.0	0	Proteobacteria	24381.0	0	Neisseriales	24381.0	0	Neisseriaceae	24381.0	0	Snodgrassella	13386.0	2	Snodgrassella alvi	13386.0	2
SRR1171919_4_length_717_cov_8.82779	717	0.4881	0	8.828	Eukaryota	10857.0	0	Eukaryota-undef	10857.0	0	Kinetoplastida	10857.0	0	Trypanosomatidae	10857.0	0	Crithidia	3676.0	4	Crithidia bombi	2457.0	7
SRR1171919_5_length_220_cov_1.24848	220	0.4864	0	1.248	Bacteria	3632.0	0	Proteobacteria	3632.0	0	Rhizobiales	3236.0	1	Bartonellaceae	2840.0	2	Bartonella	2840.0	2	uncultured Bartonella sp.	1188.0	4
SRR1171919_6_length_87_cov_9.34375	87	0.5517	0	9.344	Bacteria	1605.0	0	Bacteria-undef	483.0	4	Bacteria-undef	483.0	5	Bacteria-undef	483.0	6	Bacteria-undef	483.0	6	uncultured bacterium	483.0	6
SRR1171921_1_length_1638_cov_26.0935	1638	0.5116	0	26.093	Bacteria	26937.0	0	Proteobacteria	26937.0	0	Orbales	22668.0	1	Orbaceae	22668.0	1	Gilliamella	20080.0	2	Gilliamella apicola	20080.0	2
SRR1171921_2_length_1474_cov_18.7667	1474	0.5244	0	18.767	Bacteria	24500.0	0	Proteobacteria	24500.0	0	Neisseriales	24500.0	0	Neisseriaceae	24500.0	0	Snodgrassella	13465.0	2	Snodgrassella alvi	13465.0	2
SRR1171921_3_length_1425_cov_9.38832	1425	0.5965	0	9.388	Bacteria	24006.0	0	Actinobacteria	24006.0	0	Bifidobacteriales	24006.0	0	Bifidobacteriaceae	24006.0	0	Bifidobacterium	24006.0	0	Bifidobacterium bifidum	11268.0	2
SRR1171921_4_length_816_cov_19.5007	816	0.5012	0	19.501	Bacteria	12035.0	0	Firmicutes	12035.0	0	Lactobacillales	10710.0	1	Lactobacillaceae	10710.0	1	Lactobacillus	10710.0	1	Lactobacillus sp. wkB8	5180.0	4
SRR1171921_5_length_617_cov_3.72064	617	0.5284	0	3.721	Bacteria	9797.0	0	Proteobacteria	9797.0	0	Rhizobiales	8784.0	1	Bartonellaceae	6758.0	2	Bartonella	6758.0	2	uncultured Rhizobiales bacterium	2026.0	5
SRR1171921_6_length_413_cov_43.6425	413	0.523	0	43.642	Bacteria	7407.0	0	Firmicutes	7407.0	0	Lactobacillales	6644.0	1	Lactobacillaceae	6644.0	1	Lactobacillus	6644.0	1	Lactobacillus acidophilus	2124.0	7
SRR1171921_7_length_405_cov_30.2171	405	0.5383	0	30.217	Bacteria	6752.0	0	Firmicutes	6129.0	1	Lactobacillales	6129.0	1	Lactobacillaceae	6129.0	1	Lactobacillus	6129.0	1	unresolved	712.0	9
SRR1171921_8_length_405_cov_11.5571	405	0.5481	0	11.557	Bacteria	6944.0	0	Firmicutes	6944.0	0	Lactobacillales	6944.0	0	Lactobacillaceae	6944.0	0	Lactobacillus	6944.0	0	Lactobacillus sakei	3253.0	5
SRR1171921_9_length_245_cov_1.90526	245	0.5673	0	1.905	Bacteria	4485.0	0	Proteobacteria	4485.0	0	Rhizobiales	4485.0	0	Bartonellaceae	4485.0	0	Bartonella	4485.0	0	Bartonella sp.	1792.0	4
SRR1171921_10_length_229_cov_15.6782	229	0.524	0	15.678	Bacteria	3910.0	0	Firmicutes	3910.0	0	Lactobacillales	3910.0	0	Lactobacillaceae	3910.0	0	Lactobacillus	3910.0	0	uncultured Lactobacillus sp.	1696.0	5
SRR1171924_1_length_1494_cov_35.7783	1494	0.5167	0	35.778	Bacteria	24254.0	0	Proteobacteria	24254.0	0	Orbales	20336.0	1	Orbaceae	20336.0	2	Gilliamella	17918.0	3	Gilliamella apicola	17918.0	3
SRR1171924_2_length_1451_cov_9.38825	1451	0.5258	0	9.388	Bacteria	23911.0	0	Proteobacteria	23911.0	0	Neisseriales	23911.0	0	Neisseriaceae	23911.0	0	Snodgrassella	13134.0	2	Snodgrassella alvi	13134.0	2
SRR1171924_3_length_478_cov_3.64303	478	0.5941	0	3.643	Bacteria	7778.0	0	Actinobacteria	7778.0	0	Bifidobacteriales	7778.0	0	Bifidobacteriaceae	7778.0	0	Bifidobacterium	7778.0	0	uncultured Bifidobacterium sp.	4360.0	2
SRR1171924_4_length_423_cov_19.0924	423	0.5366	0	19.092	Bacteria	6850.0	0	Firmicutes	6850.0	0	Lactobacillales	6850.0	0	Lactobacillaceae	6850.0	0	Lactobacillus	6850.0	0	uncultured Lactobacillus sp.	3289.0	5
SRR1171924_5_length_413_cov_41.1676	413	0.523	0	41.168	Bacteria	7407.0	0	Firmicutes	7407.0	0	Lactobacillales	6644.0	1	Lactobacillaceae	6644.0	1	Lactobacillus	6644.0	1	Lactobacillus acidophilus	2124.0	7
SRR1171924_6_length_409_cov_21.3305	409	0.5477	0	21.331	Bacteria	7009.0	0	Firmicutes	6358.0	1	Lactobacillales	6358.0	1	Lactobacillaceae	6358.0	1	Lactobacillus	6358.0	1	Lactobacillus sakei	2628.0	6
SRR1171924_7_length_405_cov_3.02286	405	0.6	0	3.023	Bacteria	7265.0	0	Actinobacteria	7265.0	0	Bifidobacteriales	7265.0	0	Bifidobacteriaceae	7265.0	0	Bifidobacterium	7265.0	0	Bifidobacterium animalis	3520.0	3
SRR1171924_8_length_399_cov_20.7936	399	0.5338	0	20.794	Bacteria	6504.0	0	Firmicutes	5905.0	1	Lactobacillales	5905.0	1	Lactobacillaceae	5905.0	1	Lactobacillus	5905.0	1	Lactobacillus heilongjiangensis	1186.0	8
SRR1171924_9_length_382_cov_6.62997	382	0.6152	0	6.63	Bacteria	6758.0	0	Actinobacteria	6758.0	0	Bifidobacteriales	6758.0	0	Bifidobacteriaceae	6758.0	0	Bifidobacterium	6758.0	0	Bifidobacterium thermophilum	2668.0	6
SRR1171924_10_length_321_cov_3.81955	321	0.5545	0	3.82	Bacteria	5527.0	0	Proteobacteria	5004.0	1	Rhodospirillales	5004.0	1	Acetobacteraceae	5004.0	1	Acetobacteraceae-undef	2940.0	2	Gluconacetobacter diazotrophicus	2064.0	6
SRR1171924_11_length_280_cov_8.52444	280	0.5393	0	8.524	Bacteria	4099.0	0	Firmicutes	3126.0	1	Lactobacillales	3126.0	1	Lactobacillaceae	3126.0	1	Lactobacillus	3126.0	1	Lactobacillus sp. wkB8	1936.0	2
SRR1171924_12_length_268_cov_28.9906	268	0.5224	0	28.991	Bacteria	4520.0	0	Firmicutes	4520.0	0	Lactobacillales	4520.0	0	Lactobacillaceae	4520.0	0	Lactobacillus	4520.0	0	Lactobacillus paracollinoides	1628.0	4
SRR1171924_13_length_262_cov_26.4783	262	0.4618	0	26.478	Bacteria	4014.0	0	Proteobacteria	4014.0	0	Orbales	3456.0	1	Orbaceae	3456.0	1	Gilliamella	1860.0	2	Gilliamella apicola	1860.0	2
SRR1171924_14_length_234_cov_5.4581	234	0.5342	0	5.458	Bacteria	3376.0	0	Firmicutes	2960.0	1	Lactobacillales	2960.0	1	Lactobacillaceae	2960.0	1	Lactobacillus	2960.0	1	uncultured Lactobacillus sp.	1250.0	4
SRR1171924_15_length_230_cov_23.16	230	0.513	0	23.16	Bacteria	3936.0	0	Firmicutes	3936.0	0	Lactobacillales	3936.0	0	Lactobacillaceae	3936.0	0	Lactobacillus	3936.0	0	uncultured Lactobacillus sp.	1266.0	5
SRR1171924_16_length_229_cov_9.78736	229	0.524	0	9.787	Bacteria	3910.0	0	Firmicutes	3910.0	0	Lactobacillales	3910.0	0	Lactobacillaceae	3910.0	0	Lactobacillus	3910.0	0	uncultured Lactobacillus sp.	1696.0	5
SRR1171924_17_length_220_cov_31.1515	220	0.4909	0	31.151	Eukaryota	3995.0	0	Streptophyta	3995.0	0	Brassicales	2797.0	3	Brassicaceae	2005.0	4	Arabidopsis	2005.0	4	Arabidopsis thaliana	1203.0	5
SRR1171924_18_length_163_cov_19.1111	163	0.5276	0	19.111	Bacteria	2910.0	0	Proteobacteria	2910.0	0	Neisseriales	2910.0	0	Chromobacteriaceae	2910.0	0	Laribacter	2910.0	0	Laribacter hongkongensis	2910.0	0
SRR1171924_19_length_140_cov_21.2	140	0.5714	0	21.2	Bacteria	2514.0	0	Firmicutes	2277.0	1	Lactobacillales	2018.0	2	Lactobacillaceae	2018.0	2	Lactobacillus	2018.0	2	uncultured Lactobacillus sp.	745.0	7
SRR1171924_20_length_140_cov_4.94118	140	0.5571	0	4.941	Bacteria	2535.0	0	Firmicutes	2535.0	0	Lactobacillales	2276.0	1	Lactobacillaceae	2276.0	1	Lactobacillus	2276.0	1	Lactobacillus helveticus	496.0	8
SRR1171924_21_length_117_cov_15.629	117	0.453	0	15.629	Bacteria	1864.0	0	Firmicutes	1864.0	0	Lactobacillales	1864.0	0	Lactobacillaceae	1864.0	0	Lactobacillus	1864.0	0	Lactobacillus sp. wkB8	868.0	2
SRR1171930_1_length_1631_cov_12.0546	1631	0.5101	0	12.055	Bacteria	26473.0	0	Proteobacteria	26473.0	0	Orbales	22395.0	1	Orbaceae	22395.0	1	Frischella	14568.0	2	Frischella perrara	14568.0	2
SRR1171930_2_length_1594_cov_67.0812	1594	0.5182	0	67.081	Bacteria	26848.0	0	Firmicutes	26848.0	0	Lactobacillales	26848.0	0	Lactobacillaceae	26848.0	0	Lactobacillus	26848.0	0	Lactobacillus sp. wkB8	10676.0	5
SRR1171930_3_length_1482_cov_57.3532	1482	0.5243	0	57.353	Bacteria	24573.0	0	Proteobacteria	24573.0	0	Neisseriales	24573.0	0	Neisseriaceae	24573.0	0	Snodgrassella	13554.0	2	Snodgrassella alvi	13554.0	2
SRR1171930_4_length_1433_cov_9.88534	1433	0.5967	0	9.885	Bacteria	24183.0	0	Actinobacteria	24183.0	0	Bifidobacteriales	24183.0	0	Bifidobacteriaceae	24183.0	0	Bifidobacterium	24183.0	0	Bifidobacterium bifidum	11340.0	2
SRR1171930_5_length_357_cov_117.268	357	0.5322	0	117.268	Bacteria	6286.0	0	Firmicutes	5122.0	1	Lactobacillales	5122.0	1	Lactobacillaceae	5122.0	1	Lactobacillus	5122.0	1	uncultured bacterium	1164.0	8
SRR1171930_6_length_214_cov_3.41509	214	0.5467	0	3.415	Bacteria	3765.0	0	Proteobacteria	3765.0	0	Rhodospirillales	3765.0	0	Acetobacteraceae	3765.0	0	Acetobacteraceae-undef	1980.0	1	Acetobacter ghanensis	1071.0	7
SRR1171930_7_length_146_cov_41.1648	146	0.5137	0	41.165	Bacteria	1942.0	0	Firmicutes	1942.0	0	Lactobacillales	1942.0	0	Lactobacillaceae	1942.0	0	Lactobacillus	1942.0	0	Lactobacillus sp. wkB8	870.0	5
SRR1171930_8_length_127_cov_44.5417	127	0.5039	0	44.542	Bacteria	1648.0	0	Firmicutes	1648.0	0	Lactobacillales	1648.0	0	Lactobacillaceae	1648.0	0	Lactobacillus	1648.0	0	Lactobacillus sp. wkB8	730.0	4
SRR1173987_1_length_1633_cov_56.1128	1633	0.5077	0	56.113	Bacteria	26490.0	0	Proteobacteria	26490.0	0	Orbales	22369.0	1	Orbaceae	22369.0	1	Frischella	14436.0	2	Frischella perrara	14436.0	2
SRR1173987_2_length_1612_cov_7.2447	1612	0.5211	0	7.245	Bacteria	27575.0	0	Proteobacteria	27575.0	0	Neisseriales	22673.0	1	Neisseriaceae	22673.0	1	Neisseria	10257.0	3	Snodgrassella alvi	10055.0	5
SRR1173987_3_length_590_cov_4.9514	590	0.5356	0	4.951	Bacteria	8598.0	0	Proteobacteria	8598.0	0	Rhizobiales	8598.0	0	Bartonellaceae	7735.0	1	Bartonella	6870.0	2	Bartonella schoenbuchensis	3416.0	6
SRR1173987_4_length_542_cov_7.80903	542	0.5092	0	7.809	Bacteria	8098.0	0	Firmicutes	7237.0	1	Lactobacillales	7237.0	1	Lactobacillaceae	7237.0	1	Lactobacillus	7237.0	1	Lactobacillus sp. wkB8	3672.0	3
SRR1173987_5_length_234_cov_1.10056	234	0.594	0	1.101	Bacteria	4133.0	0	Actinobacteria	3737.0	1	Bifidobacteriales	3737.0	1	Bifidobacteriaceae	3737.0	1	Bifidobacterium	3737.0	1	Bifidobacterium asteroides	1281.0	5
SRR1173987_6_length_219_cov_1.65244	219	0.5753	0	1.652	Bacteria	3990.0	0	Actinobacteria	3591.0	1	Bifidobacteriales	3591.0	1	Bifidobacteriaceae	3591.0	1	Bifidobacterium	3591.0	1	Bifidobacterium longum	1596.0	5
SRR1173987_7_length_208_cov_4.15033	208	0.4856	0	4.15	Bacteria	3507.0	0	Proteobacteria	3507.0	0	Rhizobiales	3128.0	1	Bartonellaceae	2749.0	2	Bartonella	2749.0	2	uncultured Bartonella sp.	1137.0	5
SRR1173989_1_length_1441_cov_29.8586	1441	0.5989	0	29.859	Bacteria	24294.0	0	Actinobacteria	24294.0	0	Bifidobacteriales	24294.0	0	Bifidobacteriaceae	24294.0	0	Bifidobacterium	24294.0	0	Bifidobacterium bifidum	11405.0	2
SRR1173989_2_length_1374_cov_10.1759	1374	0.5189	0	10.176	Bacteria	22974.0	0	Proteobacteria	22974.0	0	Orbales	19211.0	1	Orbaceae	19211.0	1	Gilliamella	17005.0	2	Gilliamella apicola	17005.0	2
SRR1173989_3_length_967_cov_14.7248	967	0.514	0	14.725	Bacteria	14809.0	0	Proteobacteria	14809.0	0	Rhizobiales	14809.0	0	Bartonellaceae	13289.0	1	Bartonella	13289.0	1	uncultured Bartonella sp.	4595.0	4
SRR1173989_4_length_528_cov_84.2156	528	0.5284	0	84.216	Bacteria	7065.0	0	Firmicutes	7065.0	0	Lactobacillales	7065.0	0	Lactobacillaceae	7065.0	0	Lactobacillus	7065.0	0	Lactobacillus sp. wkB8	2956.0	4
SRR1173989_5_length_427_cov_56.2823	427	0.5293	0	56.282	Bacteria	5910.0	0	Firmicutes	5910.0	0	Lactobacillales	5910.0	0	Lactobacillaceae	5910.0	0	Lactobacillus	5910.0	0	Lactobacillus sp. wkB8	2804.0	2
SRR1173989_6_length_427_cov_29.7366	427	0.5293	0	29.737	Bacteria	5785.0	0	Firmicutes	5116.0	1	Lactobacillales	5116.0	1	Lactobacillaceae	5116.0	1	Lactobacillus	5116.0	1	Lactobacillus sp. wkB8	2560.0	5
SRR1173989_7_length_423_cov_67.6522	423	0.5414	0	67.652	Bacteria	5401.0	0	Firmicutes	5254.0	1	Lactobacillales	5254.0	1	Lactobacillaceae	5254.0	1	Lactobacillus	5254.0	1	uncultured Lactobacillus sp.	3294.0	2
SRR1173989_8_length_318_cov_77.7338	318	0.5314	0	77.734	Bacteria	4992.0	1	Firmicutes	3816.0	2	Lactobacillales	3816.0	2	Lactobacillaceae	3816.0	2	Lactobacillus	3816.0	2	unresolved	1176.0	5
SRR1173989_9_length_268_cov_106.286	268	0.5224	0	106.286	Bacteria	4520.0	0	Firmicutes	4520.0	0	Lactobacillales	4520.0	0	Lactobacillaceae	4520.0	0	Lactobacillus	4520.0	0	Lactobacillus paracollinoides	1628.0	4
SRR1173989_10_length_256_cov_6.89055	256	0.4727	0	6.891	Bacteria	4058.0	0	Proteobacteria	4058.0	0	Orbales	3488.0	1	Orbaceae	3488.0	1	Gilliamella	1876.0	2	Gilliamella apicola	1876.0	2
SRR1173989_11_length_241_cov_1.95161	241	0.4896	0	1.952	Bacteria	3826.0	0	Proteobacteria	3826.0	0	Neisseriales	3826.0	0	Neisseriaceae	3826.0	0	Neisseriaceae-undef	1784.0	3	uncultured Neisseriaceae bacterium	1784.0	4
SRR1173989_12_length_230_cov_67.8057	230	0.5087	0	67.806	Bacteria	3918.0	0	Firmicutes	3918.0	0	Lactobacillales	3918.0	0	Lactobacillaceae	3918.0	0	Lactobacillus	3918.0	0	uncultured Lactobacillus sp.	2110.0	4
SRR1173989_13_length_229_cov_36.3218	229	0.524	0	36.322	Bacteria	3910.0	0	Firmicutes	3910.0	0	Lactobacillales	3910.0	0	Lactobacillaceae	3910.0	0	Lactobacillus	3910.0	0	uncultured Lactobacillus sp.	1696.0	5
SRR1173989_14_length_212_cov_154.522	212	0.5283	0	154.522	Bacteria	3872.0	0	Firmicutes	2696.0	1	Lactobacillales	2696.0	1	Lactobacillaceae	2696.0	1	Lactobacillus	2696.0	1	Lactobacillus johnsonii	1524.0	4
SRR1173989_15_length_210_cov_199.697	210	0.5238	0	199.697	Bacteria	3733.0	0	Firmicutes	3378.0	1	Lactobacillales	2602.0	2	Lactobacillaceae	2602.0	2	Lactobacillus	2602.0	2	uncultured Firmicutes bacterium	776.0	7
SRR1173989_16_length_194_cov_25.1942	194	0.5	0	25.194	Bacteria	3499.0	0	Proteobacteria	2428.0	1	Rhodospirillales	2428.0	1	Acetobacteraceae	2428.0	1	Commensalibacter	1710.0	2	uncultured Commensalibacter sp.	1710.0	3
SRR1173989_17_length_111_cov_88.125	111	0.5405	0	88.125	Bacteria	2036.0	0	Firmicutes	2036.0	0	Lactobacillales	1624.0	1	Lactobacillaceae	1624.0	1	Lactobacillus	1624.0	1	Lactobacillus johnsonii	600.0	6
SRR1173989_18_length_111_cov_74	111	0.5495	0	74.0	Bacteria	2056.0	0	Firmicutes	2056.0	0	Lactobacillales	2056.0	0	Lactobacillaceae	2056.0	0	Lactobacillus	2056.0	0	Lactobacillus johnsonii	1030.0	4
SRR1424586_1_length_805_cov_140.323	805	0.4807	0	140.323	Eukaryota	14700.0	0	Ascomycota	14700.0	0	Eurotiales	14700.0	0	Aspergillaceae	14700.0	0	Aspergillus	13266.0	1	Aspergillus niger	5856.0	4
SRR1424586_2_length_455_cov_119.832	455	0.5033	0	119.832	Eukaryota	6629.0	0	Arthropoda	4952.0	3	Hymenoptera	2776.0	4	Membracidae	2176.0	7	Chrysis	1635.0	11	Apis florea	603.0	14
SRR1424586_3_length_370_cov_163.375	370	0.4595	0	163.375	Eukaryota	6645.0	0	Ascomycota	5972.0	1	Eurotiales	5972.0	1	Aspergillaceae	5310.0	2	Aspergillus	4648.0	3	Aspergillus restrictus	2013.0	5
SRR1424586_4_length_278_cov_5.30493	278	0.5108	0	5.305	Bacteria	5116.0	0	Proteobacteria	5116.0	0	Aeromonadales	5116.0	0	Aeromonadaceae	5116.0	0	Aeromonas	5116.0	0	Aeromonas hydrophila	5116.0	0
SRR1424586_5_length_232_cov_4.35593	232	0.5302	0	4.356	Bacteria	4366.8	0	Proteobacteria	2048.0	2	Aeromonadales	2048.0	3	Aeromonadaceae	2048.0	3	Aeromonas	2048.0	3	uncultured bacterium	1597.8	9
SRR1424586_6_length_207_cov_4.01316	207	0.5072	0	4.013	Eukaryota	3770.0	0	Ascomycota	3393.0	1	Eurotiales	3393.0	1	Aspergillaceae	3393.0	1	Aspergillus	3393.0	1	Aspergillus niger	1508.0	6
SRR1424586_7_length_141_cov_1358.72	141	0.5887	0	1358.72	Eukaryota	2574.0	0	Arthropoda	2574.0	0	Hymenoptera	1305.0	2	Apidae	1305.0	3	Plebeia	522.0	8	unresolved	261.0	9
SRR1424586_8_length_140_cov_43.7059	140	0.5786	0	43.706	Eukaryota	2075.0	0	Arthropoda	2075.0	0	Hymenoptera	1100.0	1	Apidae	1100.0	1	Apis	660.0	6	Apis mellifera	660.0	7
SRR1424586_9_length_128_cov_2380.04	128	0.4766	0	2380.04	Eukaryota	2264.0	0	Arthropoda	2264.0	0	Hymenoptera	2264.0	0	Crabronidae	711.0	5	Apis	474.0	8	Apis mellifera	474.0	8
SRR1424586_10_length_128_cov_1393.21	128	0.5	0	1393.21	Eukaryota	2235.0	0	Arthropoda	2235.0	0	Hymenoptera	2235.0	0	Apidae	1155.0	5	Apis	462.0	8	Apis mellifera	462.0	8
SRR1424586_11_length_116_cov_722.918	116	0.4052	0	722.918	Eukaryota	1773.0	0	Arthropoda	1773.0	0	Hymenoptera	1031.0	2	Apidae	1031.0	2	Apis	1031.0	2	Apis mellifera	836.0	3
SRR1424586_12_length_111_cov_3099.86	111	0.5045	0	3099.86	Eukaryota	1993.0	0	Arthropoda	1993.0	0	Hymenoptera	1993.0	0	Crabronidae	618.0	6	Apis	412.0	8	Apis mellifera	412.0	8
SRR1424586_13_length_96_cov_1398.88	96	0.5625	0	1398.88	Eukaryota	1750.0	0	Arthropoda	1750.0	0	Hymenoptera	890.0	2	Apidae	890.0	5	Plebeia	356.0	8	unresolved	178.0	9
SRR1424586_14_length_93_cov_2157.29	93	0.4946	0	2157.29	Eukaryota	1695.0	0	Arthropoda	1528.0	1	Hymenoptera	1361.0	2	Apidae	860.0	5	Plebeia	344.0	8	unresolved	172.0	9
SRR1425438_1_length_1644_cov_9.63625	1644	0.5182	0	9.636	Bacteria	40334.0	0	Firmicutes	29659.0	1	Lactobacillales	27017.0	3	Lactobacillaceae	27017.0	3	Lactobacillus	27017.0	3	Lactobacillus sp. wkB8	10772.0	9
SRR1425438_2_length_811_cov_2.80952	811	0.5832	0	2.81	Bacteria	13341.0	0	Actinobacteria	13341.0	0	Bifidobacteriales	13341.0	0	Bifidobacteriaceae	13341.0	0	Bifidobacterium	13341.0	0	Bifidobacterium bifidum	6225.0	3
SRR1425438_3_length_230_cov_2.53143	230	0.6087	0	2.531	Bacteria	4195.0	0	Actinobacteria	3781.0	1	Bifidobacteriales	3781.0	1	Bifidobacteriaceae	3781.0	1	Bifidobacterium	3781.0	1	Bifidobacterium pseudolongum	1656.0	5
SRR1425438_4_length_211_cov_3.86538	211	0.5592	0	3.865	Bacteria	3900.0	0	Proteobacteria	3900.0	0	Aeromonadales	3900.0	0	Aeromonadaceae	3900.0	0	Aeromonas	3900.0	0	Aeromonas hydrophila	1950.0	3
SRR1425439_1_length_875_cov_3.54268	875	0.5166	0	3.543	Bacteria	14211.0	0	Firmicutes	14211.0	0	Lactobacillales	14211.0	0	Lactobacillaceae	14211.0	0	Lactobacillus	14211.0	0	Lactobacillus acidophilus	4035.0	7
SRR1425439_2_length_387_cov_1.85241	387	0.5271	0	1.852	Bacteria	6403.0	0	Firmicutes	6403.0	0	Lactobacillales	6403.0	0	Lactobacillaceae	6403.0	0	Lactobacillus	6403.0	0	uncultured Lactobacillus sp.	2817.0	3
SRR1425439_3_length_206_cov_1.10596	206	0.5485	0	1.106	Bacteria	3491.0	0	Proteobacteria	2062.0	1	Bacteria-undef	1429.0	3	Bacteria-undef	1429.0	3	Bacteria-undef	1429.0	4	uncultured bacterium	1066.0	7
SRR1425440_1_length_280_cov_2.68889	280	0.5071	0	2.689	Bacteria	5156.0	0	Proteobacteria	5156.0	0	Aeromonadales	5156.0	0	Aeromonadaceae	5156.0	0	Aeromonas	5156.0	0	Aeromonas hydrophila	5156.0	0
SRR1425441_1_length_277_cov_2.0045	277	0.5126	0	2.005	Bacteria	4790.0	0	Proteobacteria	4790.0	0	Aeromonadales	4790.0	0	Aeromonadaceae	4790.0	0	Aeromonas	4790.0	0	Aeromonas salmonicida	3832.0	1
SRR1425441_2_length_249_cov_1.35052	249	0.5382	0	1.351	Bacteria	3847.0	0	Proteobacteria	2677.0	1	Rhizobiales	1889.0	2	Bacteria-undef	1170.0	3	Bacteria-undef	1170.0	5	uncultured bacterium	1170.0	6
SRR1425444_1_length_792_cov_6.67436	792	0.5202	0	6.674	Bacteria	13904.0	0	Firmicutes	13904.0	0	Lactobacillales	13904.0	0	Lactobacillaceae	13904.0	0	Lactobacillus	13904.0	0	Lactobacillus helsingborgensis	2904.0	7
SRR1425444_2_length_535_cov_6.32292	535	0.5121	0	6.323	Bacteria	10404.0	0	Firmicutes	8672.0	1	Lactobacillales	8672.0	1	Lactobacillaceae	8359.0	2	Lactobacillus	8359.0	2	Lactobacillus sp. wkB8	3888.0	4
SRR1425444_3_length_357_cov_4.62252	357	0.5574	0	4.623	Bacteria	6179.0	0	Proteobacteria	6179.0	0	Rhodospirillales	6179.0	0	Acetobacteraceae	6179.0	0	Acetobacteraceae-undef	3300.0	2	Acetobacter ghanensis	2308.0	6
SRR1425444_4_length_309_cov_4.11811	309	0.5599	0	4.118	Bacteria	4480.0	0	Proteobacteria	4480.0	0	Rhodospirillales	4480.0	0	Acetobacteraceae	4480.0	0	Acetobacter	4480.0	0	Acetobacter pasteurianus	4480.0	0
SRR1425446_1_length_971_cov_7.42576	971	0.5283	0	7.426	Bacteria	17951.0	0	Firmicutes	17951.0	0	Lactobacillales	17951.0	0	Lactobacillaceae	17951.0	0	Lactobacillus	17951.0	0	Lactobacillus sp. wkB8	6540.0	6
SRR1425446_2_length_549_cov_5.61943	549	0.5118	0	5.619	Bacteria	9650.0	0	Firmicutes	9650.0	0	Lactobacillales	9650.0	0	Lactobacillaceae	9358.0	1	Lactobacillus	9358.0	1	Lactobacillus sp. wkB8	3600.0	4
